date_time,user_id,is_mobile,is_package,channel,cnt,trip_type,is_family_trip,is_multi_room,total_guests,stay_duration,advance_booking_days,user_location_country,hotel_country,srch_destination_id,srch_destination_type_id,orig_destination_distance,distance_group,is_distance_unknown,distance_clean,distance_behavior_group,user_booking_rate,avg_session_intensity,avg_stay_duration,avg_advance_booking_days,mobile_usage_rate,destination_popularity,hotel_cluster,is_booking
2014-04-18 21:44:44,1120,0,0,9,1,group,0,0,2,2,77,66,50,12176,6,234.1837,medium,0,234.1837,medium,0.0,1.0,2.0,77.0,0.0,23,84,0
2014-10-31 16:49:14,1121,0,1,9,3,group,0,1,4,5,14,66,96,11334,1,2030.3325,far,0,2030.3325,far,0.0,3.0,5.0,14.0,0.0,199,26,0
2013-10-28 18:41:39,1142,0,1,7,3,group,0,0,2,3,18,194,5,11815,1,-1.0,unknown,1,,unknown_desktop,0.0,3.0,3.0,18.0,0.0,459,57,0
2014-07-08 15:05:04,1167,0,0,9,1,family,1,0,4,11,19,235,77,8788,1,-1.0,unknown,1,,unknown_desktop,0.0,1.0,11.0,19.0,0.0,718,7,0
2014-09-08 18:43:49,1181,0,0,9,1,group,0,0,2,4,3,66,50,15956,5,446.8094,medium,0,446.8094,medium,1.0,1.0,4.0,3.0,0.0,8,71,1
2014-12-15 10:44:40,1186,0,0,0,1,group,0,0,2,3,2,66,50,12269,6,1640.4458,far,0,1640.4458,far,0.0,1.0,3.0,2.0,0.0,157,41,0
2014-12-01 22:39:33,1189,0,0,9,1,group,0,0,2,3,3,62,21,8285,1,-1.0,unknown,1,,unknown_desktop,0.0,1.0,3.0,3.0,0.0,131,64,0
2014-09-07 23:41:34,1202,0,0,3,1,group,0,0,2,2,12,3,198,8854,1,-1.0,unknown,1,,unknown_desktop,0.0,1.0,1.5,8.0,0.0,58,74,0
2014-04-02 16:03:27,1202,0,0,9,1,group,0,0,2,1,4,3,50,12264,6,-1.0,unknown,1,,unknown_desktop,0.0,1.0,1.5,8.0,0.0,101,70,0
2013-03-01 14:27:33,1218,0,0,9,1,family,1,1,6,1,343,69,50,1187,3,-1.0,unknown,1,,unknown_desktop,0.0,1.0,1.0,343.0,0.0,5,41,0
2013-04-26 17:17:07,1219,0,0,4,1,family,1,0,3,4,69,1,50,8267,1,4017.7793,far,0,4017.7793,far,0.0,1.0,4.0,69.0,0.0,2720,56,0
2013-09-02 11:38:46,1220,0,0,1,2,solo,0,0,1,1,47,3,106,552,1,-1.0,unknown,1,,unknown_desktop,0.0,2.0,1.0,56.0,0.0,50,85,0
2013-01-08 17:28:58,1220,0,0,1,2,group,0,0,2,1,65,3,171,8242,1,-1.0,unknown,1,,unknown_desktop,0.0,2.0,1.0,56.0,0.0,656,21,0
2013-06-14 13:54:15,1227,0,0,5,1,group,0,1,8,6,88,55,50,7635,3,-1.0,unknown,1,,unknown_desktop,0.0,1.0,6.0,88.0,0.0,713,55,0
2014-07-03 21:01:38,1240,1,1,9,2,group,0,0,2,3,10,3,182,8220,1,-1.0,unknown,1,,unknown_mobile,0.0,2.0,3.0,10.0,1.0,735,57,0
2013-10-20 13:55:58,1267,0,0,2,1,group,0,0,2,3,194,3,26,21436,6,-1.0,unknown,1,,unknown_desktop,1.0,1.0,3.0,194.0,0.0,4,86,1
2014-08-21 20:51:28,1280,1,0,0,2,group,0,0,2,5,96,77,87,14907,1,1963.9657,far,0,1963.9657,far,0.0,2.0,5.0,96.0,1.0,101,80,0
2014-11-14 15:23:42,1282,0,1,2,1,group,0,0,2,5,190,70,126,8282,1,-1.0,unknown,1,,unknown_desktop,0.0,1.0,5.0,190.0,0.0,515,15,0
2014-10-15 21:44:45,1313,0,0,3,1,family,1,0,6,12,74,77,63,8849,1,994.9035,medium,0,994.9035,medium,0.0,1.0,12.0,74.0,0.0,84,64,0
2014-07-06 12:25:41,1320,1,0,1,1,group,0,0,2,3,25,66,50,28514,6,-1.0,unknown,1,,unknown_mobile,0.0,1.0,2.5,20.5,1.0,253,26,0
2014-11-10 17:42:19,1320,1,0,9,1,group,0,0,2,2,16,66,50,26051,6,332.0501,medium,0,332.0501,medium,0.0,1.0,2.5,20.5,1.0,36,11,0
2014-07-25 17:23:36,1355,0,0,9,1,group,0,0,2,1,1,1,105,8740,1,152.4393,medium,0,152.4393,medium,0.0,1.0,1.0,1.0,0.0,260,82,0
2014-08-19 16:15:00,1363,0,0,9,1,family,1,1,5,3,157,3,182,5401,6,-1.0,unknown,1,,unknown_desktop,0.0,1.0,3.0,157.0,0.0,85,57,0
2014-08-09 17:00:30,1371,0,1,0,1,solo,0,0,1,6,77,46,141,1398,3,5670.4407,far,0,5670.4407,far,0.0,1.0,6.0,77.0,0.0,111,8,0
2014-02-22 00:19:41,1381,0,1,9,1,group,0,0,2,3,202,3,50,8857,1,-1.0,unknown,1,,unknown_desktop,0.0,1.0,3.0,202.0,0.0,128,84,0
2014-10-07 16:06:22,1392,0,0,9,1,solo,0,0,1,3,7,3,171,8242,1,-1.0,unknown,1,,unknown_desktop,0.0,1.0,3.0,7.0,0.0,656,17,0
2014-08-15 11:11:04,1394,1,0,1,1,solo,0,0,1,1,24,3,182,8220,1,-1.0,unknown,1,,unknown_mobile,0.0,1.0,1.0,24.0,1.0,735,97,0
2014-12-29 19:41:03,1399,1,0,1,1,group,0,0,2,4,45,66,50,8838,1,613.4922,medium,0,613.4922,medium,0.0,1.0,4.0,45.0,1.0,27,41,0
2014-06-24 14:19:03,1400,0,0,5,1,group,0,0,2,2,365,66,107,8289,1,4210.1442,far,0,4210.1442,far,0.0,1.0,2.0,365.0,0.0,239,59,0
2014-08-19 17:13:30,1405,0,0,5,1,group,0,0,2,3,2,55,204,295,3,-1.0,unknown,1,,unknown_desktop,0.0,1.0,3.0,2.0,0.0,6,62,0
2014-11-24 09:45:06,1416,0,0,5,1,group,0,0,2,3,158,77,50,12548,5,5079.7697,far,0,5079.7697,far,0.0,1.0,3.0,158.0,0.0,95,96,0
2014-05-24 01:33:18,1425,0,1,0,1,group,0,0,2,4,218,3,141,1398,3,-1.0,unknown,1,,unknown_desktop,0.0,1.0,4.0,218.0,0.0,111,67,0
2014-12-12 12:00:51,1438,0,0,1,2,solo,0,0,1,9,25,66,204,17948,6,4876.6973,far,0,4876.6973,far,0.0,2.0,9.0,25.0,0.0,8,99,0
2014-07-27 05:54:55,1445,0,0,9,3,group,0,0,2,2,11,66,50,11840,1,304.6406,medium,0,304.6406,medium,0.0,3.0,2.0,11.0,0.0,13,91,0
2014-08-06 08:25:55,1455,0,0,9,1,solo,0,0,1,4,0,69,70,23480,6,-1.0,unknown,1,,unknown_desktop,0.0,1.0,4.0,0.0,0.0,8,17,0
2014-04-17 07:05:07,1468,0,0,1,2,solo,0,0,1,1,14,3,126,8282,1,-1.0,unknown,1,,unknown_desktop,0.0,2.0,1.0,14.0,0.0,515,85,0
2014-06-02 13:52:53,1469,0,0,1,1,group,0,0,2,7,8,69,77,8668,6,-1.0,unknown,1,,unknown_desktop,0.0,1.0,7.0,8.0,0.0,1,85,0
2013-06-01 15:44:34,1472,0,0,9,1,family,1,1,5,2,75,3,151,45533,6,-1.0,unknown,1,,unknown_desktop,1.0,1.0,2.0,75.0,0.0,4,81,1
2014-04-21 11:54:09,1487,0,1,9,1,solo,0,0,1,3,17,66,50,8250,1,1224.7072,far,0,1224.7072,far,0.0,1.0,3.0,17.0,0.0,3544,88,0
2014-03-19 18:17:34,1515,0,0,5,2,group,0,0,2,1,56,119,50,8214,1,-1.0,unknown,1,,unknown_desktop,0.0,2.0,1.0,56.0,0.0,53,50,0
2014-05-28 21:16:26,1518,0,0,1,1,group,0,0,2,3,41,3,130,8822,1,-1.0,unknown,1,,unknown_desktop,0.0,1.0,3.0,41.0,0.0,438,62,0
2013-08-27 14:56:46,1523,0,0,9,2,solo,0,0,1,3,123,3,105,33393,6,-1.0,unknown,1,,unknown_desktop,0.0,2.0,3.0,123.0,0.0,51,17,0
2013-08-14 22:05:24,1535,0,0,9,1,group,0,0,2,1,10,66,50,24312,1,111.2159,medium,0,111.2159,medium,0.0,1.0,1.0,10.0,0.0,15,75,0
2014-09-08 07:24:55,1553,0,0,9,1,group,0,1,5,3,115,3,5,11815,1,-1.0,unknown,1,,unknown_desktop,0.0,1.0,3.0,115.0,0.0,459,67,0
2014-03-07 07:31:42,1568,0,0,9,1,solo,0,0,1,6,14,3,182,12545,5,-1.0,unknown,1,,unknown_desktop,0.0,1.0,6.0,14.0,0.0,30,62,0
2014-05-25 23:12:14,1574,0,0,9,1,solo,0,0,1,3,59,66,70,8253,1,4339.8834,far,0,4339.8834,far,0.0,1.0,3.0,59.0,0.0,1305,44,0
2013-02-10 14:19:09,1598,1,0,0,2,group,0,0,2,3,14,70,151,8803,1,-1.0,unknown,1,,unknown_mobile,0.0,2.0,3.0,14.0,1.0,190,46,0
2014-06-03 15:01:28,1611,0,0,9,2,group,0,0,2,3,142,66,106,8747,1,7462.8274,far,0,7462.8274,far,0.0,2.0,3.0,142.0,0.0,508,95,0
2014-12-05 11:47:11,1615,0,0,1,1,solo,0,1,1,3,118,55,106,8505,6,-1.0,unknown,1,,unknown_desktop,0.0,1.0,3.0,118.0,0.0,68,99,0
2014-01-14 22:08:50,1637,0,0,3,2,family,1,0,5,3,173,23,22,8245,1,-1.0,unknown,1,,unknown_desktop,0.0,2.0,3.0,173.0,0.0,361,36,0
2014-04-28 21:48:29,1640,0,0,5,1,group,0,0,2,1,12,46,70,23253,1,815.1644,medium,0,815.1644,medium,0.0,1.0,1.0,12.0,0.0,10,72,0
2013-11-26 14:57:37,1646,0,0,9,3,family,1,0,3,2,7,0,104,20456,1,278.1641,medium,0,278.1641,medium,0.0,3.0,2.0,7.0,0.0,49,38,0
2014-12-31 15:28:51,1648,0,0,9,1,solo,0,0,1,2,44,3,105,33390,6,-1.0,unknown,1,,unknown_desktop,0.0,1.0,2.0,44.0,0.0,38,5,0
2014-09-12 12:41:35,1658,0,1,0,1,solo,0,0,1,5,78,66,47,8864,1,1168.4688,far,0,1168.4688,far,0.0,1.0,5.0,78.0,0.0,357,80,0
2014-04-21 16:41:09,1665,0,0,1,1,group,0,0,2,4,49,69,77,12148,1,-1.0,unknown,1,,unknown_desktop,0.0,1.0,4.0,49.0,0.0,72,46,0
2014-01-17 19:54:04,1670,0,1,3,1,group,0,0,4,7,86,55,50,8291,1,-1.0,unknown,1,,unknown_desktop,0.0,1.0,7.0,86.0,0.0,587,95,0
2014-07-19 13:28:12,1689,0,1,1,2,group,0,0,2,6,21,3,204,8745,1,-1.0,unknown,1,,unknown_desktop,0.0,2.0,6.0,21.0,0.0,1291,11,0
2014-07-20 18:41:40,1690,0,0,0,2,family,1,1,4,2,26,133,79,24706,1,-1.0,unknown,1,,unknown_desktop,0.0,2.0,2.0,26.0,0.0,1,29,0
2014-07-06 12:38:14,1707,0,0,1,1,solo,0,0,1,6,1,1,105,8806,1,75.1929,near,0,75.1929,near,0.0,1.0,6.0,1.0,0.0,196,23,0
2013-08-20 14:47:38,1709,0,0,1,1,solo,0,0,1,1,26,66,50,40522,4,204.7725,medium,0,204.7725,medium,0.0,1.0,1.0,26.0,0.0,9,42,0
2014-10-13 07:03:36,1715,0,0,9,1,group,0,0,2,2,53,12,77,8788,1,-1.0,unknown,1,,unknown_desktop,0.0,1.5,2.0,53.0,0.0,718,64,0
2014-10-13 07:03:21,1715,0,0,9,2,group,0,0,2,2,53,12,77,8788,1,-1.0,unknown,1,,unknown_desktop,0.0,1.5,2.0,53.0,0.0,718,64,0
2013-11-10 15:45:56,1739,0,0,0,1,group,0,0,2,3,50,3,170,12051,1,-1.0,unknown,1,,unknown_desktop,0.0,1.0,3.0,48.5,0.0,25,62,0
2013-11-17 01:07:06,1739,0,0,5,1,group,0,0,2,3,47,3,170,8252,1,-1.0,unknown,1,,unknown_desktop,0.0,1.0,3.0,48.5,0.0,205,42,0
2014-09-16 15:54:49,1744,0,1,9,1,group,0,0,2,5,323,3,171,8242,1,-1.0,unknown,1,,unknown_desktop,0.0,1.0,6.5,187.0,0.0,656,97,0
2014-07-26 16:39:14,1744,0,0,9,1,group,0,1,5,8,51,3,50,12191,6,-1.0,unknown,1,,unknown_desktop,0.0,1.0,6.5,187.0,0.0,111,5,0
2013-05-28 23:47:12,1751,1,0,0,3,family,1,0,3,4,84,3,204,8745,1,-1.0,unknown,1,,unknown_mobile,0.0,3.0,4.0,85.33,1.0,1291,2,0
2013-05-31 23:42:59,1751,1,0,0,3,family,1,0,3,5,85,3,105,21787,6,-1.0,unknown,1,,unknown_mobile,0.0,3.0,4.0,85.33,1.0,98,81,0
2013-05-29 00:06:38,1751,1,0,0,3,family,1,0,3,3,87,3,105,18492,6,-1.0,unknown,1,,unknown_mobile,0.0,3.0,4.0,85.33,1.0,15,38,0
2013-03-10 21:44:06,1753,0,1,1,1,solo,0,0,1,4,38,66,50,12266,6,1055.8022,far,0,1055.8022,far,0.0,1.0,4.0,38.0,0.0,10,91,0
2014-01-16 02:37:12,1765,1,1,3,2,group,0,0,2,4,19,3,126,8282,1,-1.0,unknown,1,,unknown_mobile,0.0,2.0,4.0,19.0,1.0,515,61,0
2013-08-25 23:56:26,1766,0,0,9,2,group,0,0,2,3,12,3,182,12545,5,-1.0,unknown,1,,unknown_desktop,0.0,2.0,3.0,12.0,0.0,30,63,0
2014-07-26 19:36:58,1779,0,1,9,1,solo,0,0,1,1,48,3,106,5100,3,-1.0,unknown,1,,unknown_desktop,0.0,1.0,1.0,48.0,0.0,18,59,0
2014-11-08 07:13:38,1780,1,0,9,1,group,0,0,2,5,42,3,50,669,3,-1.0,unknown,1,,unknown_mobile,0.0,1.0,5.0,42.0,1.0,542,83,0
2014-06-08 23:52:31,1787,0,0,9,1,family,1,0,4,4,55,23,204,8745,1,-1.0,unknown,1,,unknown_desktop,0.0,1.0,4.0,55.0,0.0,1291,73,0
2014-06-15 21:43:14,1819,0,0,0,1,group,0,0,2,4,54,3,171,6581,6,-1.0,unknown,1,,unknown_desktop,0.0,1.0,4.0,54.0,0.0,93,41,0
2013-09-13 14:52:07,1820,0,0,4,1,group,0,0,2,1,87,3,196,22697,6,-1.0,unknown,1,,unknown_desktop,0.0,1.0,1.0,87.0,0.0,2,30,0
2014-04-04 16:40:38,1833,0,1,9,1,group,0,0,2,1,25,3,162,635,1,-1.0,unknown,1,,unknown_desktop,0.0,1.0,1.0,25.0,0.0,98,36,0
2014-01-02 21:53:23,1856,0,1,9,3,group,0,0,2,3,42,1,7,8234,1,765.2333,medium,0,765.2333,medium,0.0,3.0,3.0,42.0,0.0,163,17,0
2014-04-09 16:18:26,1881,0,0,5,1,group,0,0,2,2,79,3,105,21790,6,-1.0,unknown,1,,unknown_desktop,0.0,1.0,2.0,81.0,0.0,30,21,0
2014-04-05 12:38:17,1881,0,0,5,1,group,0,1,6,2,83,3,105,21790,6,-1.0,unknown,1,,unknown_desktop,0.0,1.0,2.0,81.0,0.0,30,82,0
2013-04-24 18:34:24,1884,0,0,0,1,group,0,0,2,2,1,3,126,20332,1,-1.0,unknown,1,,unknown_desktop,1.0,1.0,2.0,1.0,0.0,50,82,1
2013-02-15 13:53:48,1899,0,0,5,1,group,0,0,2,3,202,77,70,12209,6,10118.6309,far,0,10118.6309,far,0.0,1.0,3.0,202.0,0.0,93,40,0
2013-06-09 20:27:31,1911,0,0,5,1,solo,0,0,1,1,3,187,169,25578,6,-1.0,unknown,1,,unknown_desktop,0.0,1.0,1.0,3.0,0.0,3,43,0
2014-05-16 21:16:57,1923,0,0,9,1,family,1,1,5,2,26,66,204,12253,6,5168.6842,far,0,5168.6842,far,0.0,1.0,2.0,9.5,0.25,33,38,0
2014-07-13 07:58:49,1923,0,0,9,1,family,1,1,4,3,5,66,50,12175,6,1180.681,far,0,1180.681,far,0.0,1.0,2.0,9.5,0.25,477,21,0
2013-11-22 08:37:53,1923,0,1,9,1,solo,0,0,1,1,1,66,8,8259,1,695.8952,medium,0,695.8952,medium,0.0,1.0,2.0,9.5,0.25,185,9,0
2014-03-12 05:57:21,1923,1,1,9,1,solo,0,0,1,2,6,66,8,8259,1,-1.0,unknown,1,,unknown_mobile,0.0,1.0,2.0,9.5,0.25,185,59,0
2014-09-22 20:24:08,1929,0,0,2,1,group,0,0,2,1,17,3,182,5497,1,-1.0,unknown,1,,unknown_desktop,0.0,1.0,1.0,17.0,0.0,114,60,0
2013-09-05 23:25:21,1935,0,0,1,1,solo,0,0,1,2,9,3,99,8221,1,-1.0,unknown,1,,unknown_desktop,0.0,1.0,2.0,9.0,0.0,154,82,0
2013-06-09 09:07:02,1945,0,0,9,2,family,1,0,4,3,97,3,50,12216,6,-1.0,unknown,1,,unknown_desktop,0.0,2.0,3.0,97.0,0.0,56,50,0
2013-05-21 15:09:40,1952,0,0,9,1,group,0,0,2,3,37,202,5,54848,1,-1.0,unknown,1,,unknown_desktop,0.0,1.0,3.0,37.0,0.0,11,85,0
2013-08-31 08:05:24,1969,1,1,1,1,solo,0,0,1,3,27,3,50,8230,1,-1.0,unknown,1,,unknown_mobile,0.0,1.0,3.0,27.0,1.0,659,2,0
